code,name,population,area,type,level,lat,lon
31725,Wiener Neudorf,8766,6.0601,Gemeinde,6,48.07,16.32
31726,Wienerwald,2447,48.1602,Gemeinde,6,48.09,16.12
31801,Altendorf,313,7.1928,Gemeinde,6,47.66,16.02
31802,Aspang-Markt,1926,5.1916,Gemeinde,6,47.55,16.09
31803,Aspangberg-Sankt Peter,2049,81.4256,Gemeinde,6,47.55,16.02
31804,Breitenau,1267,9.5594,Gemeinde,6,47.73,16.14
31805,Breitenstein,353,20.2779,Gemeinde,6,47.66,15.82
31806,Buchbach,352,2.9949,Gemeinde,6,47.7,15.98
31807,Edlitz,985,14.2318,Gemeinde,6,47.58,16.13
31808,Enzenreith,1990,9.2088,Gemeinde,6,47.67,15.95
31809,Feistritz am Wechsel,1108,23.7566,Gemeinde,6,47.6,16.05
31810,Gloggnitz,6062,19.5543,Gemeinde,6,47.68,15.94
31811,Grafenbach-Sankt Valentin,2314,13.9078,Gemeinde,6,47.68,16.01
31812,Grimmenstein,1366,14.7466,Gemeinde,6,47.62,16.13
31813,Grünbach am Schneeberg,1777,7.3685,Gemeinde,6,47.8,15.99
31814,Kirchberg am Wechsel,2437,51.1877,Gemeinde,6,47.61,15.99
31815,Mönichkirchen,608,16.3016,Gemeinde,6,47.51,16.04
31817,Natschbach-Loipersbach,1607,10.5801,Gemeinde,6,47.71,16.11
31818,Neunkirchen,11833,20.299,Gemeinde,6,47.65,16.03
31820,Otterthal,573,6.1707,Gemeinde,6,47.62,15.95
31821,Payerbach,2285,17.6737,Gemeinde,6,47.68,15.85
31823,Pitten,2403,13.0792,Gemeinde,6,47.72,16.19
31825,Prigglitz,502,17.9591,Gemeinde,6,47.7,15.92
31826,Puchberg am Schneeberg,2754,83.1702,Gemeinde,6,47.78,15.9
31827,Raach am Hochgebirge,299,13.2293,Gemeinde,6,47.63,15.93
31829,Reichenau an der Rax,2842,89.4973,Gemeinde,6,47.7,15.83
31830,Sankt Corona am Wechsel,380,8.6608,Gemeinde,6,47.58,16.0
31831,Sankt Egyden am Steinfeld,1813,26.1627,Gemeinde,6,47.78,16.1
31832,Scheiblingkirchen-Thernberg,1826,37.8263,Gemeinde,6,47.66,16.14
31833,Schottwien,707,12.4907,Gemeinde,6,47.65,15.87
31834,Schrattenbach,382,10.8202,Gemeinde,6,47.78,16.0
31835,Schwarzau am Steinfeld,1853,9.7954,Gemeinde,6,47.73,16.17
31836,Schwarzau im Gebirge,778,190.3239,Gemeinde,6,47.8,15.7
31837,Seebenstein,1250,9.0935,Gemeinde,6,47.68,16.13
31838,Semmering,639,8.6588,Gemeinde,6,47.63,15.82
31839,Ternitz,15117,65.3444,Gemeinde,6,47.72,16.03
31840,Thomasberg,1213,28.9752,Gemeinde,6,47.57,16.13
31841,Trattenbach,563,30.9106,Gemeinde,6,47.6,15.87
31842,Bürg-Vöstenhof,170,25.126,Gemeinde,6,47.72,15.97
31843,Warth,1572,29.9574,Gemeinde,6,47.65,16.12
31844,Wartmannstetten,1609,21.4308,Gemeinde,6,47.68,16.07
31845,Willendorf,835,7.3136,Gemeinde,6,47.78,16.05
31846,Wimpassing im Schwarzatale,1872,2.0673,Gemeinde,6,47.7,16.02
31847,Würflach,1547,12.3256,Gemeinde,6,47.77,16.05
31848,Zöbern,1472,31.57,Gemeinde,6,47.51,16.13
31849,Höflein an der Hohen Wand,805,8.9405,Gemeinde,6,47.79,16.02
31901,Altlengbach,2725,35.5861,Gemeinde,6,48.15,15.93
31902,Asperhofen,1880,28.8811,Gemeinde,6,48.24,15.93
31903,Böheimkirchen,4749,45.5531,Gemeinde,6,48.2,15.76
31904,Brand-Laaben,1125,34.5757,Gemeinde,6,48.1,15.86
31905,Eichgraben,3907,8.8827,Gemeinde,6,48.17,15.98
31906,Frankenfels,2220,56.1243,Gemeinde,6,47.97,15.32
31907,Gerersdorf,878,13.6578,Gemeinde,6,48.18,15.55
31909,Hofstetten-Grünau,2597,35.9369,Gemeinde,6,48.09,15.5
31910,Hafnerbach,1598,29.23,Gemeinde,6,48.22,15.48
31911,Haunoldstein,897,9.8864,Gemeinde,6,48.2,15.45
31912,Herzogenburg,7921,46.0532,Gemeinde,6,48.29,15.7
31913,Inzersdorf-Getzersdorf,1410,13.6538,Gemeinde,6,48.32,15.67
31915,Kapelln,1306,20.1906,Gemeinde,6,48.25,15.75
31916,Karlstetten,2055,28.2537,Gemeinde,6,48.25,15.57
31917,Kasten bei Böheimkirchen,1254,20.5134,Gemeinde,6,48.15,15.78
31918,Kirchberg an der Pielach,3151,63.5132,Gemeinde,6,48.02,15.43
31919,Kirchstetten,1900,17.761,Gemeinde,6,48.18,15.82
31920,Loich,663,24.5162,Gemeinde,6,47.98,15.4
31921,Maria-Anzbach,2652,18.2049,Gemeinde,6,48.19,15.93
31922,Markersdorf-Haindorf,1900,16.6699,Gemeinde,6,48.18,15.48
31923,Michelbach,925,24.9536,Gemeinde,6,48.1,15.75
31925,Neidling,1407,18.5855,Gemeinde,6,48.24,15.55
31926,Neulengbach,7323,51.638,Gemeinde,6,48.2,15.91
31927,Neustift-Innermanzing,1382,14.9124,Gemeinde,6,48.13,15.89
31928,Nußdorf ob der Traisen,1575,15.4713,Gemeinde,6,48.35,15.7
31929,Ober-Grafendorf,4646,24.5761,Gemeinde,6,48.15,15.54
31930,Obritzberg-Rust,2269,41.4703,Gemeinde,6,48.28,15.6
31932,Prinzersdorf,1483,4.0576,Gemeinde,6,48.2,15.52
31934,Pyhra,3352,66.7561,Gemeinde,6,48.16,15.69
31935,Rabenstein an der Pielach,2455,36.2504,Gemeinde,6,48.05,15.47
31938,Sankt Margarethen an der Sierning,1051,14.5788,Gemeinde,6,48.16,15.49
31939,Schwarzenbach an der Pielach,421,45.4577,Gemeinde,6,47.95,15.38
31940,Statzendorf,1377,12.4523,Gemeinde,6,48.31,15.64
31941,Stössing,788,27.4728,Gemeinde,6,48.12,15.81
31943,Traismauer,5822,43.1134,Gemeinde,6,48.35,15.73
31945,Weinburg,1305,10.3588,Gemeinde,6,48.1,15.52
31946,Weißenkirchen an der Perschling,1326,23.8029,Gemeinde,6,48.27,15.78
31947,Wilhelmsburg,6616,45.763,Gemeinde,6,48.1,15.61
31948,Wölbling,2530,32.2952,Gemeinde,6,48.31,15.57
32001,Gaming,3592,244.0677,Gemeinde,6,47.93,15.09
32002,Göstling an der Ybbs,2210,143.5785,Gemeinde,6,47.8,14.92
32003,Gresten,1977,3.8265,Gemeinde,6,47.98,15.02
32004,Gresten-Land,1540,55.495,Gemeinde,6,47.97,15.01
32005,Lunz am See,1965,101.4387,Gemeinde,6,47.86,15.03
32006,Oberndorf an der Melk,2991,42.8192,Gemeinde,6,48.06,15.22
32007,Puchenstuben,334,41.2699,Gemeinde,6,47.93,15.29
32008,Purgstall an der Erlauf,5257,55.9124,Gemeinde,6,48.05,15.13
32009,Randegg,1948,51.8611,Gemeinde,6,48.0,14.97
32010,Reinsberg,1005,29.5355,Gemeinde,6,47.98,15.07
32011,Sankt Anton an der Jeßnitz,1286,69.6525,Gemeinde,6,47.96,15.21
32012,Sankt Georgen an der Leys,1319,23.9035,Gemeinde,6,48.03,15.23
32013,Scheibbs,4396,45.8519,Gemeinde,6,47.9,15.15
32014,Steinakirchen am Forst,2349,34.9705,Gemeinde,6,48.07,15.05
32015,Wang,1305,19.6676,Gemeinde,6,48.05,15.03
32016,Wieselburg,3552,5.4288,Gemeinde,6,48.13,15.14
32017,Wieselburg-Land,3044,33.9219,Gemeinde,6,48.13,15.13
32018,Wolfpassing,1312,20.3111,Gemeinde,6,48.07,15.05
32101,Absdorf,1769,15.9787,Gemeinde,6,48.4,15.98
32104,Atzenbrugg,2534,25.9547,Gemeinde,6,48.29,15.9
32106,Fels am Wagram,1957,29.522,Gemeinde,6,48.43,15.82
32107,Grafenwörth,2675,46.4254,Gemeinde,6,48.4,15.78
32109,Großriedenthal,956,18.8338,Gemeinde,6,48.48,15.87
32110,Großweikersdorf,2856,43.3555,Gemeinde,6,48.47,15.98
32112,Judenau-Baumgarten,2076,14.3565,Gemeinde,6,48.28,16.02
32114,Kirchberg am Wagram,3355,60.2633,Gemeinde,6,48.43,15.88
32115,Königsbrunn am Wagram,1273,28.5871,Gemeinde,6,48.42,15.93
32116,Königstetten,1862,13.0789,Gemeinde,6,48.3,16.15
32119,Langenrohr,2119,22.5773,Gemeinde,6,48.3,16.0
32120,Michelhausen,2477,32.0206,Gemeinde,6,48.29,15.94
32131,Sieghartskirchen,6808,61.6266,Gemeinde,6,48.25,16.0
32132,Sitzenberg-Reidling,1952,22.1603,Gemeinde,6,48.27,15.89
32134,Tulbing,2608,18.3871,Gemeinde,6,48.28,16.12
32135,Tulln an der Donau,14070,72.2283,Gemeinde,6,48.3,16.0
32139,Würmla,1230,20.4185,Gemeinde,6,48.26,15.86
32140,Zeiselmauer-Wolfpassing,2003,12.689,Gemeinde,6,48.37,16.13
32141,Zwentendorf an der Donau,3684,53.9,Gemeinde,6,48.34,15.91
32142,Sankt Andrä-Wördern,6834,39.3308,Gemeinde,6,48.33,16.23
32143,Muckendorf-Wipfing,1043,6.3368,Gemeinde,6,48.33,16.15
32202,Dietmanns,1190,6.8678,Gemeinde,6,48.78,15.38
32203,Dobersberg,1727,47.5999,Gemeinde,6,48.91,15.32
32206,Gastern,1339,24.9819,Gemeinde,6,48.88,15.22
32207,Groß-Siegharts,2993,44.2748,Gemeinde,6,48.78,15.4
32209,Karlstein an der Thaya,1533,48.8747,Gemeinde,6,48.88,15.4
32210,Kautzen,1241,35.4232,Gemeinde,6,48.92,15.23
32212,Ludweis-Aigen,1032,51.2008,Gemeinde,6,48.78,15.49
32214,Pfaffenschlag bei Waidhofen an der Thaya,975,29.6661,Gemeinde,6,48.83,15.18
32216,Raabs an der Thaya,2950,134.6699,Gemeinde,6,48.85,15.5
32217,Thaya,1454,43.3468,Gemeinde,6,48.85,15.28
32219,Vitis,2592,55.5311,Gemeinde,6,48.75,15.17
32220,Waidhofen an der Thaya,5764,46.0439,Gemeinde,6,48.83,15.4
32221,Waidhofen an der Thaya-Land,1161,32.442,Gemeinde,6,48.83,15.4
32222,Waldkirchen an der Thaya,618,42.7266,Gemeinde,6,48.93,15.35
32223,Windigsteig,1060,25.4941,Gemeinde,6,48.77,15.28
32301,Bad Fischau-Brunn,2749,20.6135,Gemeinde,6,47.83,16.16
32302,Bad Schönau,749,13.585,Gemeinde,6,47.48,16.23
32304,Ebenfurth,2698,23.5713,Gemeinde,6,47.87,16.37
32305,Eggendorf,4201,20.5772,Gemeinde,6,47.85,16.32
32306,Erlach,2633,9.1684,Gemeinde,6,47.72,16.22
32307,Felixdorf,4252,2.4786,Gemeinde,6,47.88,16.23
32308,Gutenstein,1454,104.2012,Gemeinde,6,47.87,15.88
32309,Hochneukirchen-Gschaidt,1733,35.1307,Gemeinde,6,47.46,16.2
32310,Hochwolkersdorf,1034,23.5372,Gemeinde,6,47.65,16.28
32311,Hohe Wand,1341,24.6007,Gemeinde,6,47.82,16.07
32312,Hollenthon,1040,23.8033,Gemeinde,6,47.58,16.25
32313,Katzelsdorf,2977,16.2605,Gemeinde,6,47.78,16.28
32314,Kirchschlag in der Buckligen Welt,2896,57.9721,Gemeinde,6,47.5,16.28
32315,Krumbach,2201,43.9132,Gemeinde,6,47.52,16.18
32316,Lanzenkirchen,3592,29.8022,Gemeinde,6,47.73,16.23
32317,Lichtenegg,1079,35.4064,Gemeinde,6,47.6,16.2
32318,Lichtenwörth,2925,22.8998,Gemeinde,6,47.83,16.28
32319,Markt Piesting,2776,18.1762,Gemeinde,6,47.87,16.13
32320,Matzendorf-Hölles,1765,14.1192,Gemeinde,6,47.89,16.21
32321,Miesenbach,702,34.1204,Gemeinde,6,47.83,15.98
32322,Muggendorf,524,50.9383,Gemeinde,6,47.9,15.93
32323,Pernitz,2505,16.5871,Gemeinde,6,47.9,15.96
32324,Rohr im Gebirge,492,80.591,Gemeinde,6,47.88,15.73
32325,Bromberg,1241,30.8907,Gemeinde,6,47.67,16.2
32326,Schwarzenbach,1032,22.3185,Gemeinde,6,47.63,16.35
32327,Sollenau,4574,10.6935,Gemeinde,6,47.88,16.25
32330,Theresienfeld,2613,11.4374,Gemeinde,6,47.85,16.23
32331,Waidmannsfeld,1789,21.3862,Gemeinde,6,47.87,15.97
32332,Waldegg,2006,35.7177,Gemeinde,6,47.87,16.03
32333,Walpersbach,1037,16.4627,Gemeinde,6,47.72,16.23
32334,Weikersdorf am Steinfelde,967,14.2202,Gemeinde,6,47.8,16.13
32335,Wiesmath,1552,38.5684,Gemeinde,6,47.62,16.28
32336,Winzendorf-Muthmannsdorf,1810,16.1653,Gemeinde,6,47.82,16.11
32337,Wöllersdorf-Steinabrückl,4022,14.4632,Gemeinde,6,47.87,16.18
32338,Zillingdorf,1870,15.3421,Gemeinde,6,47.85,16.33
32401,Ebergassing,3499,16.2716,Gemeinde,6,48.03,16.52
32402,Fischamend,4416,24.909,Gemeinde,6,48.12,16.6
32403,Gablitz,4327,18.163,Gemeinde,6,48.22,16.15
32404,Gerasdorf bei Wien,9069,35.2315,Gemeinde,6,48.28,16.47
32405,Gramatneusiedl,2303,6.7253,Gemeinde,6,48.02,16.48
32406,Himberg,5866,47.6355,Gemeinde,6,48.08,16.43
32407,Klein-Neusiedl,838,5.9651,Gemeinde,6,48.08,16.6
32408,Klosterneuburg,24861,76.1938,Gemeinde,6,48.3,16.33
32409,Lanzendorf,1530,4.5435,Gemeinde,6,48.11,16.45
32410,Leopoldsdorf,4004,6.9621,Gemeinde,6,48.11,16.39
32411,Maria-Lanzendorf,2014,1.7005,Gemeinde,6,48.1,16.42
32412,Mauerbach,3502,20.3092,Gemeinde,6,48.23,16.15
32413,Moosbrunn,1533,16.9088,Gemeinde,6,48.02,16.45
32415,Pressbaum,5982,58.8665,Gemeinde,6,48.18,16.08
32416,Purkersdorf,8038,30.2489,Gemeinde,6,48.2,16.17
32417,Rauchenwarth,628,13.4013,Gemeinde,6,48.08,16.52
32418,Schwadorf,1835,11.3739,Gemeinde,6,48.07,16.58
32419,Schwechat,15832,44.7189,Gemeinde,6,48.13,16.47
32421,Tullnerbach,2453,20.2436,Gemeinde,6,48.2,16.1
32423,Wolfsgraben,1492,17.3441,Gemeinde,6,48.15,16.12
32424,Zwölfaxing,1454,6.7531,Gemeinde,6,48.1,16.47
32501,Allentsteig,2059,71.6528,Gemeinde,6,48.68,15.32
32502,Arbesbach,1772,55.0253,Gemeinde,6,48.48,14.95
32503,Bärnkopf,384,47.6214,Gemeinde,6,48.4,15.0
32504,Echsenbach,1231,23.1497,Gemeinde,6,48.72,15.22
32505,Göpfritz an der Wild,1802,60.6279,Gemeinde,6,48.72,15.4
32506,Grafenschlag,906,34.1847,Gemeinde,6,48.5,15.17
32508,Groß-Gerungs,4737,105.9286,Gemeinde,6,48.57,14.95
32509,Großgöttfritz,1475,40.1472,Gemeinde,6,48.53,15.18
32511,Gutenbrunn,598,27.4007,Gemeinde,6,48.6,15.08
32514,Kirchschlag,712,29.2995,Gemeinde,6,48.38,15.22
32515,Kottes-Purk,1617,58.6197,Gemeinde,6,48.41,15.29
32516,Langschlag,1855,61.0128,Gemeinde,6,48.58,14.88
32517,Martinsberg,1188,33.7476,Gemeinde,6,48.37,15.15
32518,Ottenschlag,1069,26.163,Gemeinde,6,48.7,15.15
32519,Altmelon,917,38.3383,Gemeinde,6,48.45,14.97
32520,Pölla,1014,104.3925,Gemeinde,6,48.37,15.27
32521,Rappottenstein,1772,65.7627,Gemeinde,6,48.52,15.07
32522,Sallingberg,1436,51.6275,Gemeinde,6,48.47,15.23
32523,Schönbach,942,34.6344,Gemeinde,6,48.45,15.03
32524,Schwarzenau,1514,28.1312,Gemeinde,6,48.73,15.25
32525,Schweiggers,2027,58.6663,Gemeinde,6,48.67,15.07
32528,Bad Traunstein,1059,47.4037,Gemeinde,6,48.44,15.11
32529,Waldhausen,1311,39.9281,Gemeinde,6,48.52,15.26
32530,Zwettl-Niederösterreich,11524,256.2925,Gemeinde,6,48.6,15.15
